Id,IndicatorCode,SpatialDimType,SpatialDim,ParentLocationCode,TimeDimType,ParentLocation,Dim1Type,Dim1,TimeDim,Dim2Type,Dim2,Dim3Type,Dim3,DataSourceDimType,DataSourceDim,Value,NumericValue,Low,High,Comments,Date,TimeDimensionValue,TimeDimensionBegin,TimeDimensionEnd
6139264,SA_0000001688,COUNTRY,GUY,AMR,YEAR,Americas,SEX,SEX_BTSX,2005,,,,,,,5.8 [3.7-8.0],5.82427,3.73887,7.9915,WHO Global Information System on Alcohol and Health (GISAH),2023-03-20T08:23:17+01:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
6187616,SA_0000001688,COUNTRY,FIN,EUR,YEAR,Europe,SEX,SEX_FMLE,2015,,,,,,,4.3 [3.0-5.6],4.26953,2.96975,5.63445,WHO Global Information System on Alcohol and Health (GISAH),2023-03-20T08:23:15+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
6226268,SA_0000001688,COUNTRY,STP,AFR,YEAR,Africa,SEX,SEX_FMLE,2019,,,,,,,2.1 [1.2-3.0],2.09231,1.20365,3.04279,WHO Global Information System on Alcohol and Health (GISAH),2023-03-20T08:23:33+01:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
6100473,SA_0000001688,UNREGION,432,,YEAR,,SEX,SEX_MLE,2000,,,,,,,6.3 [5.6-7.1],6.32015,5.62014,7.14332,WHO Global Information System on Alcohol and Health (GISAH),2023-03-20T08:21:55+01:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
6226278,SA_0000001688,COUNTRY,SVN,EUR,YEAR,Europe,SEX,SEX_MLE,2019,,,,,,,17.3 [12.7-22.1],17.33298,12.71746,22.10273,WHO Global Information System on Alcohol and Health (GISAH),2023-03-20T08:23:35+01:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
6207473,SA_0000001688,COUNTRY,AUS,WPR,YEAR,Western Pacific,SEX,SEX_FMLE,2019,,,,,,,4.7 [3.4-6.2],4.73783,3.39243,6.23145,WHO Global Information System on Alcohol and Health (GISAH),2023-03-20T08:23:04+01:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
6100422,SA_0000001688,UNREGION,150,,YEAR,,SEX,SEX_MLE,2000,,,,,,,20.0 [18.3-21.8],19.99757,18.27258,21.83845,WHO Global Information System on Alcohol and Health (GISAH),2023-03-20T08:21:54+01:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
6111138,SA_0000001688,COUNTRY,LBR,AFR,YEAR,Africa,SEX,SEX_MLE,2000,,,,,,,7.4 [4.0-10.7],7.35064,4.02506,10.74551,WHO Global Information System on Alcohol and Health (GISAH),2023-03-20T08:23:23+01:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
6196969,SA_0000001688,COUNTRY,NIU,WPR,YEAR,Western Pacific,SEX,SEX_BTSX,2015,,,,,,,9.1 [6.5-11.8],9.07508,6.48026,11.77168,WHO Global Information System on Alcohol and Health (GISAH),2023-03-20T08:23:29+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
6120049,SA_0000001688,COUNTRY,MUS,AFR,YEAR,Africa,SEX,SEX_MLE,2000,,,,,,,13.1 [8.6-17.7],13.13425,8.55788,17.65548,WHO Global Information System on Alcohol and Health (GISAH),2023-03-20T08:23:25+01:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
6169069,SA_0000001688,COUNTRY,RUS,EUR,YEAR,Europe,SEX,SEX_MLE,2010,,,,,,,23.5 [16.9-29.9],23.52547,16.94116,29.93692,WHO Global Information System on Alcohol and Health (GISAH),2023-03-20T08:23:32+01:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
6207511,SA_0000001688,COUNTRY,BLZ,AMR,YEAR,Americas,SEX,SEX_BTSX,2019,,,,,,,5.7 [3.2-8.3],5.71321,3.17187,8.34467,WHO Global Information System on Alcohol and Health (GISAH),2023-03-20T08:23:07+01:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
6187479,SA_0000001688,COUNTRY,BEN,AFR,YEAR,Africa,SEX,SEX_MLE,2015,,,,,,,13.1 [8.2-18.4],13.13916,8.19104,18.39902,WHO Global Information System on Alcohol and Health (GISAH),2023-03-20T08:23:12+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
6187680,SA_0000001688,COUNTRY,IND,SEAR,YEAR,South-East Asia,SEX,SEX_MLE,2015,,,,,,,8.2 [4.1-12.1],8.15575,4.09593,12.07532,WHO Global Information System on Alcohol and Health (GISAH),2023-03-20T08:23:18+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
6120102,SA_0000001688,COUNTRY,PNG,WPR,YEAR,Western Pacific,SEX,SEX_FMLE,2000,,,,,,,0.7 [0.3-1.3],0.74479,0.28242,1.28785,WHO Global Information System on Alcohol and Health (GISAH),2023-03-20T08:23:30+01:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
6149107,SA_0000001688,COUNTRY,SEN,AFR,YEAR,Africa,SEX,SEX_FMLE,2005,,,,,,,0.1 [0.0-0.3],0.13026,0.0018,0.34189,WHO Global Information System on Alcohol and Health (GISAH),2023-03-20T08:23:33+01:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
6159241,SA_0000001688,UNREGION,53,,YEAR,,SEX,SEX_MLE,2010,,,,,,,17.0 [13.1-21.1],16.97418,13.06393,21.06748,WHO Global Information System on Alcohol and Health (GISAH),2023-03-20T08:21:53+01:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
6197106,SA_0000001688,COUNTRY,TTO,AMR,YEAR,Americas,SEX,SEX_MLE,2015,,,,,,,10.1 [6.6-13.9],10.12638,6.59787,13.92808,WHO Global Information System on Alcohol and Health (GISAH),2023-03-20T08:23:38+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
6111049,SA_0000001688,COUNTRY,GRC,EUR,YEAR,Europe,SEX,SEX_BTSX,2000,,,,,,,8.7 [6.0-11.6],8.72506,5.95155,11.56236,WHO Global Information System on Alcohol and Health (GISAH),2023-03-20T08:23:16+01:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
6197016,SA_0000001688,COUNTRY,PRY,AMR,YEAR,Americas,SEX,SEX_MLE,2015,,,,,,,8.5 [5.0-12.0],8.54143,5.03956,11.99557,WHO Global Information System on Alcohol and Health (GISAH),2023-03-20T08:23:30+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
6226369,SA_0000001688,COUNTRY,ZWE,AFR,YEAR,Africa,SEX,SEX_BTSX,2019,,,,,,,3.6 [1.8-5.6],3.62809,1.81645,5.57807,WHO Global Information System on Alcohol and Health (GISAH),2023-03-20T08:23:35+01:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
6207404,SA_0000001688,UNREGION,514,,YEAR,,SEX,SEX_FMLE,2019,,,,,,,4.3 [3.9-4.8],4.34256,3.93199,4.81243,WHO Global Information System on Alcohol and Health (GISAH),2023-03-20T08:21:56+01:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
6168905,SA_0000001688,COUNTRY,KGZ,EUR,YEAR,Europe,SEX,SEX_BTSX,2010,,,,,,,6.4 [4.2-8.7],6.3873,4.18345,8.74085,WHO Global Information System on Alcohol and Health (GISAH),2023-03-20T08:23:22+01:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
6130304,SA_0000001688,COUNTRY,BEN,AFR,YEAR,Africa,SEX,SEX_BTSX,2005,,,,,,,2.4 [0.7-4.2],2.38999,0.70412,4.24108,WHO Global Information System on Alcohol and Health (GISAH),2023-03-20T08:23:12+01:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
6226180,SA_0000001688,COUNTRY,NLD,EUR,YEAR,Europe,SEX,SEX_BTSX,2019,,,,,,,9.3 [6.5-12.2],9.30324,6.48029,12.23992,WHO Global Information System on Alcohol and Health (GISAH),2023-03-20T08:23:27+01:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
6169070,SA_0000001688,COUNTRY,RWA,AFR,YEAR,Africa,SEX,SEX_BTSX,2010,,,,,,,1.2 [0.3-2.4],1.24794,0.26982,2.3971,WHO Global Information System on Alcohol and Health (GISAH),2023-03-20T08:23:32+01:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
6149157,SA_0000001688,COUNTRY,TJK,EUR,YEAR,Europe,SEX,SEX_BTSX,2005,,,,,,,0.8 [0.0-1.6],0.76232,0.0463,1.55686,WHO Global Information System on Alcohol and Health (GISAH),2023-03-20T08:23:37+01:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
6196936,SA_0000001688,COUNTRY,MNE,EUR,YEAR,Europe,SEX,SEX_BTSX,2015,,,,,,,9.6 [6.9-12.5],9.55367,6.85832,12.54724,WHO Global Information System on Alcohol and Health (GISAH),2023-03-20T08:23:26+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
6187690,SA_0000001688,COUNTRY,ISL,EUR,YEAR,Europe,SEX,SEX_BTSX,2015,,,,,,,7.8 [5.4-10.5],7.84791,5.36642,10.4583,WHO Global Information System on Alcohol and Health (GISAH),2023-03-20T08:23:18+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
6187570,SA_0000001688,COUNTRY,CZE,EUR,YEAR,Europe,SEX,SEX_BTSX,2015,,,,,,,13.2 [10.1-16.4],13.21968,10.05146,16.44582,WHO Global Information System on Alcohol and Health (GISAH),2023-03-20T08:23:12+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
6207314,SA_0000001688,COUNTRY,ZAF,AFR,YEAR,Africa,SEX,SEX_FMLE,2015,,,,,,,3.0 [2.0-4.1],3.01086,2.04368,4.11248,WHO Global Information System on Alcohol and Health (GISAH),2023-03-20T08:23:35+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
6120059,SA_0000001688,COUNTRY,NER,AFR,YEAR,Africa,SEX,SEX_BTSX,2000,,,,,,,0.1 [0.0-0.5],0.13822,0.0,0.52321,WHO Global Information System on Alcohol and Health (GISAH),2023-03-20T08:23:28+01:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
6187692,SA_0000001688,COUNTRY,ISL,EUR,YEAR,Europe,SEX,SEX_MLE,2015,,,,,,,12.1 [8.3-16.0],12.05698,8.25001,16.02025,WHO Global Information System on Alcohol and Health (GISAH),2023-03-20T08:23:18+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
6110990,SA_0000001688,COUNTRY,ECU,AMR,YEAR,Americas,SEX,SEX_FMLE,2000,,,,,,,1.9 [1.1-2.9],1.94887,1.14324,2.85177,WHO Global Information System on Alcohol and Health (GISAH),2023-03-20T08:23:13+01:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
6130227,SA_0000001688,UNREGION,53,,YEAR,,SEX,SEX_FMLE,2005,,,,,,,5.0 [3.8-6.3],5.01015,3.79048,6.30656,WHO Global Information System on Alcohol and Health (GISAH),2023-03-20T08:21:53+01:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
6187687,SA_0000001688,COUNTRY,IRQ,EMR,YEAR,Eastern Mediterranean,SEX,SEX_BTSX,2015,,,,,,,0.2 [0.0-0.8],0.2307,0.0,0.75713,WHO Global Information System on Alcohol and Health (GISAH),2023-03-20T08:23:19+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
6110975,SA_0000001688,COUNTRY,DJI,EMR,YEAR,Eastern Mediterranean,SEX,SEX_FMLE,2000,,,,,,,0.2 [0.0-0.4],0.16411,0.00615,0.38679,WHO Global Information System on Alcohol and Health (GISAH),2023-03-20T08:23:15+01:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
6159347,SA_0000001688,COUNTRY,BRA,AMR,YEAR,Americas,SEX,SEX_BTSX,2010,,,,,,,8.6 [5.9-11.6],8.63131,5.90054,11.57088,WHO Global Information System on Alcohol and Health (GISAH),2023-03-20T08:23:07+01:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
6159252,SA_0000001688,UNREGION,61,,YEAR,,SEX,SEX_FMLE,2010,,,,,,,0.9 [0.5-1.3],0.85439,0.48845,1.25297,WHO Global Information System on Alcohol and Health (GISAH),2023-03-20T08:21:53+01:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
6196975,SA_0000001688,COUNTRY,NOR,EUR,YEAR,Europe,SEX,SEX_BTSX,2015,,,,,,,6.8 [4.5-9.4],6.82976,4.4708,9.40099,WHO Global Information System on Alcohol and Health (GISAH),2023-03-20T08:23:29+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
6149271,SA_0000001688,UNREGION,199,,YEAR,,SEX,SEX_BTSX,2010,,,,,,,2.7 [2.4-3.1],2.68366,2.36231,3.06322,WHO Global Information System on Alcohol and Health (GISAH),2023-03-20T08:21:55+01:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
6216888,SA_0000001688,COUNTRY,GRD,AMR,YEAR,Americas,SEX,SEX_MLE,2019,,,,,,,12.8 [8.1-17.6],12.83613,8.14765,17.60988,WHO Global Information System on Alcohol and Health (GISAH),2023-03-20T08:23:17+01:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
6130279,SA_0000001688,COUNTRY,ARE,EMR,YEAR,Eastern Mediterranean,SEX,SEX_MLE,2005,,,,,,,2.3 [0.7-4.1],2.3011,0.68286,4.07806,WHO Global Information System on Alcohol and Health (GISAH),2023-03-20T08:23:38+01:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
6197019,SA_0000001688,COUNTRY,QAT,EMR,YEAR,Eastern Mediterranean,SEX,SEX_MLE,2015,,,,,,,1.4 [0.3-2.7],1.40852,0.32487,2.67894,WHO Global Information System on Alcohol and Health (GISAH),2023-03-20T08:23:32+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
6196952,SA_0000001688,COUNTRY,MWI,AFR,YEAR,Africa,SEX,SEX_FMLE,2015,,,,,,,1.2 [0.5-1.9],1.21205,0.48742,1.94665,WHO Global Information System on Alcohol and Health (GISAH),2023-03-20T08:23:24+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
6216997,SA_0000001688,COUNTRY,MDA,EUR,YEAR,Europe,SEX,SEX_BTSX,2019,,,,,,,11.4 [7.5-15.1],11.36078,7.49926,15.07478,WHO Global Information System on Alcohol and Health (GISAH),2023-03-20T08:23:26+01:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
6207414,SA_0000001688,UNREGION,54,,YEAR,,SEX,SEX_MLE,2019,,,,,,,3.0 [1.4-4.8],3.01001,1.42146,4.84099,WHO Global Information System on Alcohol and Health (GISAH),2023-03-20T08:21:53+01:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
6216978,SA_0000001688,COUNTRY,LCA,AMR,YEAR,Americas,SEX,SEX_MLE,2019,,,,,,,15.1 [9.8-20.7],15.14699,9.83253,20.6716,WHO Global Information System on Alcohol and Health (GISAH),2023-03-20T08:23:33+01:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
6149245,SA_0000001688,UNREGION,145,,YEAR,,SEX,SEX_FMLE,2010,,,,,,,0.5 [0.4-0.7],0.51192,0.37559,0.67954,WHO Global Information System on Alcohol and Health (GISAH),2023-03-20T08:21:54+01:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
6159349,SA_0000001688,COUNTRY,BRA,AMR,YEAR,Americas,SEX,SEX_MLE,2010,,,,,,,13.8 [9.5-18.5],13.76715,9.46798,18.51314,WHO Global Information System on Alcohol and Health (GISAH),2023-03-20T08:23:07+01:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
6159380,SA_0000001688,COUNTRY,CMR,AFR,YEAR,Africa,SEX,SEX_BTSX,2010,,,,,,,12.5 [8.2-16.6],12.54593,8.21406,16.6165,WHO Global Information System on Alcohol and Health (GISAH),2023-03-20T08:23:09+01:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
6159496,SA_0000001688,COUNTRY,GRD,AMR,YEAR,Americas,SEX,SEX_MLE,2010,,,,,,,12.0 [7.6-16.5],11.96309,7.56781,16.46128,WHO Global Information System on Alcohol and Health (GISAH),2023-03-20T08:23:17+01:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
6187574,SA_0000001688,COUNTRY,DEU,EUR,YEAR,Europe,SEX,SEX_FMLE,2015,,,,,,,5.5 [4.0-7.1],5.45153,3.97855,7.05004,WHO Global Information System on Alcohol and Health (GISAH),2023-03-20T08:23:16+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
6100557,SA_0000001688,COUNTRY,AZE,EUR,YEAR,Europe,SEX,SEX_MLE,2000,,,,,,,2.8 [0.6-5.5],2.83316,0.55179,5.53473,WHO Global Information System on Alcohol and Health (GISAH),2023-03-20T08:23:04+01:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
6130378,SA_0000001688,COUNTRY,COK,WPR,YEAR,Western Pacific,SEX,SEX_MLE,2005,,,,,,,10.4 [5.3-15.7],10.43519,5.25383,15.65705,WHO Global Information System on Alcohol and Health (GISAH),2023-03-20T08:23:11+01:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
6178447,SA_0000001688,COUNTRY,VNM,WPR,YEAR,Western Pacific,SEX,SEX_MLE,2010,,,,,,,12.0 [6.5-17.4],12.04096,6.53706,17.3788,WHO Global Information System on Alcohol and Health (GISAH),2023-03-20T08:23:35+01:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
6196902,SA_0000001688,COUNTRY,LTU,EUR,YEAR,Europe,SEX,SEX_MLE,2015,,,,,,,23.3 [17.7-28.9],23.293,17.66701,28.87998,WHO Global Information System on Alcohol and Health (GISAH),2023-03-20T08:23:23+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
6140095,SA_0000001688,COUNTRY,KIR,WPR,YEAR,Western Pacific,SEX,SEX_BTSX,2005,,,,,,,1.1 [0.0-2.8],1.11892,0.0,2.83516,WHO Global Information System on Alcohol and Health (GISAH),2023-03-20T08:23:16+01:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
6178477,SA_0000001688,UNREGION,14,,YEAR,,SEX,SEX_MLE,2015,,,,,,,7.8 [6.4-9.3],7.79511,6.41269,9.29175,WHO Global Information System on Alcohol and Health (GISAH),2023-03-20T08:21:51+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
6140159,SA_0000001688,COUNTRY,MLT,EUR,YEAR,Europe,SEX,SEX_FMLE,2005,,,,,,,3.0 [1.8-4.3],3.02559,1.81232,4.33059,WHO Global Information System on Alcohol and Health (GISAH),2023-03-20T08:23:25+01:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
6149099,SA_0000001688,COUNTRY,SAU,EMR,YEAR,Eastern Mediterranean,SEX,SEX_MLE,2005,,,,,,,0.0 [0.0-0.0],0.0,0.0,0.0,WHO Global Information System on Alcohol and Health (GISAH),2023-03-20T08:23:33+01:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
6120146,SA_0000001688,COUNTRY,SLE,AFR,YEAR,Africa,SEX,SEX_BTSX,2000,,,,,,,0.2 [0.0-0.7],0.22448,0.0,0.71826,WHO Global Information System on Alcohol and Health (GISAH),2023-03-20T08:23:34+01:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
6196875,SA_0000001688,COUNTRY,KOR,WPR,YEAR,Western Pacific,SEX,SEX_MLE,2015,,,,,,,13.3 [9.3-17.5],13.2889,9.30785,17.4871,WHO Global Information System on Alcohol and Health (GISAH),2023-03-20T08:23:21+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
6197014,SA_0000001688,COUNTRY,PRY,AMR,YEAR,Americas,SEX,SEX_BTSX,2015,,,,,,,5.4 [3.2-7.6],5.41486,3.20616,7.56148,WHO Global Information System on Alcohol and Health (GISAH),2023-03-20T08:23:30+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
6159393,SA_0000001688,COUNTRY,COL,AMR,YEAR,Americas,SEX,SEX_FMLE,2010,,,,,,,2.0 [1.2-2.9],1.99063,1.19374,2.86443,WHO Global Information System on Alcohol and Health (GISAH),2023-03-20T08:23:10+01:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
6149103,SA_0000001688,REGION,SEAR,,YEAR,,SEX,SEX_BTSX,2005,,,,,,,2.1 [1.1-3.3],2.13228,1.10997,3.32295,WHO Global Information System on Alcohol and Health (GISAH),2023-03-20T08:23:43+01:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
6130316,SA_0000001688,COUNTRY,BHR,EMR,YEAR,Eastern Mediterranean,SEX,SEX_BTSX,2005,,,,,,,2.3 [0.6-4.1],2.28207,0.60936,4.09952,WHO Global Information System on Alcohol and Health (GISAH),2023-03-20T08:23:05+01:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
6120234,SA_0000001688,COUNTRY,VEN,AMR,YEAR,Americas,SEX,SEX_FMLE,2000,,,,,,,3.3 [2.3-4.5],3.33786,2.27267,4.46423,WHO Global Information System on Alcohol and Health (GISAH),2023-03-20T08:23:41+01:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
6226305,SA_0000001688,COUNTRY,TKM,EUR,YEAR,Europe,SEX,SEX_MLE,2019,,,,,,,5.1 [2.5-7.9],5.12408,2.5142,7.90495,WHO Global Information System on Alcohol and Health (GISAH),2023-03-20T08:23:39+01:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
6169087,SA_0000001688,COUNTRY,SGP,WPR,YEAR,Western Pacific,SEX,SEX_MLE,2010,,,,,,,2.9 [0.9-5.1],2.93973,0.94008,5.06548,WHO Global Information System on Alcohol and Health (GISAH),2023-03-20T08:23:34+01:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
6187636,SA_0000001688,COUNTRY,GHA,AFR,YEAR,Africa,SEX,SEX_BTSX,2015,,,,,,,5.0 [2.4-7.6],5.00805,2.40564,7.62645,WHO Global Information System on Alcohol and Health (GISAH),2023-03-20T08:23:16+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
6226297,SA_0000001688,COUNTRY,THA,SEAR,YEAR,South-East Asia,SEX,SEX_BTSX,2019,,,,,,,7.8 [5.2-10.6],7.84894,5.24214,10.61272,WHO Global Information System on Alcohol and Health (GISAH),2023-03-20T08:23:37+01:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
6120042,SA_0000001688,COUNTRY,MOZ,AFR,YEAR,Africa,SEX,SEX_FMLE,2000,,,,,,,0.4 [0.1-0.7],0.36623,0.06176,0.72831,WHO Global Information System on Alcohol and Health (GISAH),2023-03-20T08:23:26+01:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
6207476,SA_0000001688,COUNTRY,AUT,EUR,YEAR,Europe,SEX,SEX_FMLE,2019,,,,,,,5.5 [4.0-7.1],5.45854,3.99939,7.06969,WHO Global Information System on Alcohol and Health (GISAH),2023-03-20T08:23:04+01:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
6196963,SA_0000001688,COUNTRY,NGA,AFR,YEAR,Africa,SEX,SEX_BTSX,2015,,,,,,,4.4 [2.3-6.7],4.38764,2.29865,6.66624,WHO Global Information System on Alcohol and Health (GISAH),2023-03-20T08:23:29+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
6226232,SA_0000001688,COUNTRY,RUS,EUR,YEAR,Europe,SEX,SEX_FMLE,2019,,,,,,,4.2 [2.8-5.6],4.16583,2.79032,5.61378,WHO Global Information System on Alcohol and Health (GISAH),2023-03-20T08:23:32+01:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
6110947,SA_0000001688,COUNTRY,COK,WPR,YEAR,Western Pacific,SEX,SEX_BTSX,2000,,,,,,,2.6 [0.7-4.6],2.58439,0.66322,4.64637,WHO Global Information System on Alcohol and Health (GISAH),2023-03-20T08:23:11+01:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
6159408,SA_0000001688,COUNTRY,CYP,EUR,YEAR,Europe,SEX,SEX_FMLE,2010,,,,,,,4.0 [2.7-5.3],3.98594,2.71941,5.30365,WHO Global Information System on Alcohol and Health (GISAH),2023-03-20T08:23:12+01:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
6187573,SA_0000001688,COUNTRY,DEU,EUR,YEAR,Europe,SEX,SEX_BTSX,2015,,,,,,,12.1 [9.0-15.4],12.14919,9.04883,15.36281,WHO Global Information System on Alcohol and Health (GISAH),2023-03-20T08:23:16+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
6110961,SA_0000001688,COUNTRY,CRI,AMR,YEAR,Americas,SEX,SEX_MLE,2000,,,,,,,7.4 [4.2-10.9],7.44767,4.18628,10.85005,WHO Global Information System on Alcohol and Health (GISAH),2023-03-20T08:23:11+01:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
6139199,SA_0000001688,COUNTRY,EGY,EMR,YEAR,Eastern Mediterranean,SEX,SEX_FMLE,2005,,,,,,,0.0 [0.0-0.1],0.03864,0.0,0.14417,WHO Global Information System on Alcohol and Health (GISAH),2023-03-20T08:23:40+01:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
6168931,SA_0000001688,COUNTRY,LBR,AFR,YEAR,Africa,SEX,SEX_MLE,2010,,,,,,,6.4 [3.4-9.6],6.38033,3.4041,9.64497,WHO Global Information System on Alcohol and Health (GISAH),2023-03-20T08:23:23+01:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
6178594,SA_0000001688,REGION,AFR,,YEAR,,SEX,SEX_MLE,2015,,,,,,,7.7 [6.8-8.8],7.73138,6.77697,8.78318,WHO Global Information System on Alcohol and Health (GISAH),2023-03-20T08:23:42+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
6196960,SA_0000001688,COUNTRY,NER,AFR,YEAR,Africa,SEX,SEX_BTSX,2015,,,,,,,0.2 [0.0-0.6],0.1825,0.0,0.63211,WHO Global Information System on Alcohol and Health (GISAH),2023-03-20T08:23:28+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
6207452,SA_0000001688,COUNTRY,ALB,EUR,YEAR,Europe,SEX,SEX_FMLE,2019,,,,,,,1.9 [1.1-2.7],1.87937,1.12442,2.74255,WHO Global Information System on Alcohol and Health (GISAH),2023-03-20T08:23:03+01:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
